scaffold,L,boolq_id,gold,reply,first_token,pred_label,acc_type,timing_s
baseline,1,dev_0782,yes,"YES, NO or 'I don't know' is not a valid response.",yes,yes,Correct,0.45
baseline,1,dev_0817,no,YES. There are two post-credit scenes in Deadpool 2. The first,yes,yes,Incorrect,0.4451
baseline,1,dev_0829,no,"YES. The Battle of New Orleans took place on January 8, 181",yes,yes,Incorrect,0.44680000000000003
baseline,1,dev_0832,no,"YES, you can get to South America by car. The most common route is",yes,yes,Incorrect,0.4472
baseline,1,dev_0837,yes,YES. Universal healthcare refers to a system in which all citizens have access to healthcare,yes,yes,Correct,0.44410000000000005
baseline,1,dev_0853,no,"No, a Girl Scout cannot be an Eagle Scout. The Eagle Scout award is",no,no,Correct,0.4527
baseline,1,dev_0854,no,"Let's analyze this question step by step.

Elephants are large animals that play",let,other,NC,0.4455
baseline,1,dev_0862,no,"Yes. In chess, the player who moves a piece has to say ""check",yes,yes,Incorrect,0.4471
baseline,1,dev_0871,yes,YES,yes,yes,Correct,0.44730000000000003
baseline,1,dev_0916,yes,"The Ryman Auditorium and the Grand Ole Opry are two separate entities,",the,other,NC,0.45539999999999997
baseline,1,dev_0922,yes,"Yes, a passport card can be used to fly to Canada, but only if",yes,yes,Correct,0.4585
baseline,1,dev_0933,no,"YES
The cremaster muscle is a thin, strap-like muscle that runs along",yes,yes,Incorrect,0.45239999999999997
baseline,1,dev_0934,yes,"YES. Pokémon: Let's Go is a main series game, as it is",yes,yes,Correct,0.4501
baseline,1,dev_0940,yes,NO. A passport card can only be used for land and sea travel to and,no,no,Incorrect,0.4497
baseline,1,dev_0944,no,YES. The Roman Empire (27 BC - 476 AD) followed the Greek,yes,yes,Incorrect,0.4517
baseline,1,dev_0952,yes,"YES, they are the same. Bank of America acquired Merrill Lynch in 200",yes,yes,Correct,0.4461
baseline,1,dev_0958,yes,YES. The eyes are part of the nervous system as they are connected to the,yes,yes,Correct,0.45080000000000003
baseline,1,dev_0981,no,YES. They are two names for the same compound. Pyruvic acid is,yes,yes,Incorrect,0.4456
baseline,1,dev_0991,yes,"YES. The BBC is a public service broadcaster, funded by the license fee.",yes,yes,Correct,0.44830000000000003
baseline,1,dev_0994,yes,"YES, NO or 'I don't know'.  Answer: YES.",yes,yes,Correct,0.4497
baseline,1,dev_0996,no,YES.  Radiator Springs is a fictional town in the Disney-Pixar,yes,yes,Incorrect,0.4542
baseline,1,dev_1006,no,This question is related to the topic of voting and literacy. The correct answer is,this,yes,Incorrect,0.445
baseline,1,dev_1011,no,The World Cup trophy is officially known as the FIFA World Cup Trophy. It does,the,other,NC,0.44430000000000003
baseline,1,dev_1022,yes,The enterprise value is not the same as firm value. Enterprise value is the total,the,other,NC,0.44930000000000003
baseline,1,dev_1049,no,YES. Red pandas are members of the family Ailuridae and are closely,yes,yes,Incorrect,0.4452
baseline,1,dev_1062,yes,YES. A wheel and axle is a type of simple machine that can be considered,yes,yes,Correct,0.4451
baseline,1,dev_1075,yes,"YES. All NHL ice rinks are the same size, measuring 200 feet",yes,yes,Correct,0.4462
baseline,1,dev_1102,no,"YES. Sweating is the process of producing sweat, which is a clear liquid",yes,yes,Incorrect,0.44639999999999996
baseline,1,dev_1110,yes,"YES. The NBA draft consists of two rounds, with each round featuring 30",yes,yes,Correct,0.44530000000000003
baseline,1,dev_1112,no,"YES. Nuclear power is a form of nuclear energy, which is generated by the",yes,yes,Incorrect,0.4477
baseline,1,dev_1113,yes,YES. A ball python and a royal python are the same species. The name,yes,yes,Correct,0.4461
baseline,1,dev_1121,no,Yes. There was a series of wars and conflicts in the 18th and,yes,yes,Incorrect,0.4542
baseline,1,dev_1133,no,YES. The Crew 2 has a storyline. The game follows a narrative that,yes,yes,Incorrect,0.4527
baseline,1,dev_1138,yes,"YES. Anaerobic respiration, such as in yeast, still uses an",yes,yes,Correct,0.4674
baseline,1,dev_1146,yes,A penalty charge notice is not the same as a fixed penalty. A penalty charge,a,other,NC,0.4606
baseline,1,dev_1155,yes,"YES. The GMC Sierra and the Chevrolet Silverado are essentially the same truck,",yes,yes,Correct,0.4706
baseline,1,dev_1175,no,"YES. Michigan was admitted to the Union on January 26, 1837",yes,yes,Incorrect,0.4662
baseline,1,dev_1178,no,YES. The 1906 Chicago Cubs went 116-36 (.763),yes,yes,Incorrect,0.4694
baseline,1,dev_1183,yes,"No, they are not the same. While both are types of pork ribs,",no,no,Incorrect,0.4681
baseline,1,dev_1196,no,"YES, a person can have dual citizenship in India. According to the Citizenship Act",yes,yes,Incorrect,0.4662
baseline,1,dev_1204,yes,YES. The Eye of Agamotto is a powerful magical artifact that serves as,yes,yes,Correct,0.4467
baseline,1,dev_1205,no,"Yes, the king can be taken out in chess. In fact, the objective",yes,yes,Incorrect,0.44530000000000003
baseline,1,dev_1209,yes,YES. Lead can be turned into gold by nuclear reactions in which lead nuclei are,yes,yes,Correct,0.4681
baseline,1,dev_1227,no,"## Step 1: Understand the definition of a prime factor
A prime factor",step,other,NC,0.4471
baseline,1,dev_1229,no,"Yes, the fruit orange is named after the color. The word ""orange""",yes,yes,Incorrect,0.44530000000000003
baseline,1,dev_1230,yes,NO,no,no,Incorrect,0.4451
baseline,1,dev_1235,no,YES. A birth certificate is a commonly accepted form of identification that can be used,yes,yes,Incorrect,0.44439999999999996
baseline,1,dev_1239,yes,A CPAP (Continuous Positive Airway Pressure) machine is a type of respiratory,a,other,NC,0.445
baseline,1,dev_1241,no,YES,yes,yes,Incorrect,0.4447
baseline,1,dev_1250,yes,"YES, the micropyle serves for the emergence of the radicle.
The",yes,yes,Correct,0.44539999999999996
baseline,1,dev_1256,yes,"YES
The 1906 San Francisco earthquake, which occurred on April 18",yes,yes,Correct,0.4445
baseline,1,dev_1261,no,"YES, there is a state income tax in Louisiana. The state income tax in",yes,yes,Incorrect,0.455
baseline,1,dev_1267,no,"YES. Better Call Saul is a prequel to Breaking Bad, and takes place",yes,yes,Incorrect,0.44939999999999997
baseline,1,dev_1271,no,YES. The drinking age in the United States varies from state to state. While,yes,yes,Incorrect,0.4496
baseline,1,dev_1283,yes,Yes. Lock nuts and stop nuts are essentially the same. They are used to,yes,yes,Correct,0.44839999999999997
baseline,1,dev_1285,no,YES. Janet Guthrie became the first woman to compete in the Indianapolis 500,yes,yes,Incorrect,0.44989999999999997
baseline,1,dev_1286,no,"YES. While often used interchangeably, ""lightning bug"" is a term",yes,yes,Incorrect,0.44589999999999996
baseline,1,dev_1294,yes,"YES
The decimal 0.5 is a terminating decimal that can be written",yes,yes,Correct,0.44530000000000003
baseline,1,dev_1296,yes,YES. PlayStation 2 games can be played on the PlayStation 4 through the,yes,yes,Correct,0.44630000000000003
baseline,1,dev_1303,no,"YES, in soccer, a player is considered offside if they are closer to",yes,yes,Incorrect,0.4451
baseline,1,dev_1307,yes,YES. A kickoff is a way for a team to start a half or the,yes,yes,Correct,0.446
baseline,1,dev_1311,yes,"YES. They are often used interchangeably, but the harmonic balancer is the",yes,yes,Correct,0.4445
baseline,1,dev_1316,yes,"YES. Gateway Arch National Park is a national park located in St. Louis,",yes,yes,Correct,0.4457
baseline,1,dev_1317,no,YES. Planetary nebulas are formed when a red giant star exhausts,yes,yes,Incorrect,0.4446
baseline,1,dev_1333,yes,YES.  A Dame is the female equivalent of a Knight.  In the,yes,yes,Correct,0.44630000000000003
baseline,1,dev_1336,yes,Yes. The central nervous system (CNS) includes the brain and spinal cord,yes,yes,Correct,0.4466
baseline,1,dev_1345,no,Yes. While both confidentiality agreements and non-disclosure agreements (NDAs) are,yes,yes,Incorrect,0.4674
baseline,1,dev_1359,no,YES,yes,yes,Incorrect,0.4467
baseline,1,dev_1370,yes,"To solve this, let's first recall the definition of a straight in a deck",to,other,NC,0.4452
baseline,1,dev_1371,no,"Yes, Rafflesia is the largest individual flower in the world, but it",yes,yes,Incorrect,0.44780000000000003
baseline,1,dev_1372,yes,Yes. A kilowatt-hour (kWh) is a unit of energy,yes,yes,Correct,0.4461
baseline,1,dev_1382,no,"No.  According to the official rules of baseball, a catcher cannot block home",no,no,Correct,0.4466
baseline,1,dev_1406,no,YES.,yes,yes,Incorrect,0.44689999999999996
baseline,1,dev_1408,yes,"YES, NO or 'I don't know': NO. If a batter is",yes,yes,Correct,0.4467
baseline,1,dev_1413,yes,YES. Brazil won the World Cup in 1958 in Sweden and in,yes,yes,Correct,0.44630000000000003
baseline,1,dev_1419,yes,YES. There is a small town in New Mexico called Las Vegas. It was,yes,yes,Correct,0.44639999999999996
baseline,1,dev_1420,yes,YES. Both are used to describe a vehicle with four wheels that can be powered,yes,yes,Correct,0.4677
baseline,1,dev_1423,no,"YES. ""Take Me Home, Country Roads"" is a song written by Bill",yes,yes,Incorrect,0.4586
baseline,1,dev_1424,no,"YES. Hawaii's temperature varies depending on the island, elevation, and time of",yes,yes,Incorrect,0.4655
baseline,1,dev_1436,no,YES. Equity in a home is considered a liquid asset because it can be converted,yes,yes,Incorrect,0.44689999999999996
baseline,1,dev_1438,yes,"YES
The UK is in the Greenwich Mean Time (GMT) time zone,",yes,yes,Correct,0.4451
baseline,1,dev_1452,no,"Yes, some neurotransmitters can have both excitatory and inhibitory effects depending on",yes,yes,Incorrect,0.4476
baseline,1,dev_1455,yes,Yes. The abdomen is the same as the stomach. (Answer: NO),yes,yes,Correct,0.44630000000000003
baseline,1,dev_1464,no,YES. Sweet potatoes are a type of root vegetable that belongs to the Convol,yes,yes,Incorrect,0.4471
baseline,1,dev_1467,yes,"Yes, a grade D is a pass at A-level.",yes,yes,Correct,0.44589999999999996
baseline,1,dev_1473,yes,"## Step 1: Understanding the question
The question asks whether a sailboat",step,other,NC,0.44589999999999996
baseline,1,dev_1489,yes,YES. All the songs in the movie Mamma Mia! Here We Go Again,yes,yes,Correct,0.4442
baseline,1,dev_1498,yes,YES. The Nobel Peace Prize is awarded every year. The award is given in,yes,yes,Correct,0.4462
baseline,1,dev_1508,no,YES. The death toll during the Tour de France is 22 since its inception,yes,yes,Incorrect,0.44580000000000003
baseline,1,dev_1515,no,YES. The Internal Revenue Code is a federal law that requires the payment of income,yes,yes,Incorrect,0.4475
baseline,1,dev_1517,yes,"NO. Hydraulic fluid is not designed for use in brake systems, and using it",no,no,Incorrect,0.44480000000000003
baseline,1,dev_1528,yes,NO. A J.D. (Juris Doctor) is a,no,no,Incorrect,0.44410000000000005
baseline,1,dev_1533,no,"YES. The July 27, 2018 lunar eclipse was visible in the",yes,yes,Incorrect,0.445
baseline,1,dev_1534,no,"YES. The stands are considered part of the playing field, and the ball is",yes,yes,Incorrect,0.4452
baseline,1,dev_1546,yes,"Yes, a passport card can be used for REAL ID purposes. The passport card",yes,yes,Correct,0.4466
baseline,1,dev_1552,yes,"No, the poly(A) tail is added to the 3' end of",no,no,Incorrect,0.4462
baseline,1,dev_1557,no,YES.  The death penalty was reinstated in New York State in 199,yes,yes,Incorrect,0.44589999999999996
baseline,1,dev_1563,no,YES. The Big Dipper is also known as Ursa Major. It is,yes,yes,Incorrect,0.44589999999999996
baseline,1,dev_1627,no,"Yes, the esophagus is in front of the heart. The esoph",yes,yes,Incorrect,0.4636
baseline,1,dev_1632,yes,YES. The World Health Organization (WHO) is a specialized agency of the United,yes,yes,Correct,0.4575
baseline,1,dev_1650,yes,"YES, it is illegal to take a stop sign. In the United States,",yes,yes,Correct,0.445
baseline,1,dev_1655,no,"YES. While both terms refer to the same type of condiment, ""so",yes,yes,Incorrect,0.43610000000000004
baseline,1,dev_1658,yes,"Yes, the Nazca Lines are visible from the ground. The lines are et",yes,yes,Correct,0.43560000000000004
baseline,1,dev_1659,yes,"Yes. The terms ""undergraduate degree"" and ""bachelor's degree""",yes,yes,Correct,0.436
baseline,1,dev_1673,yes,YES. The offspring of a grizzly bear and a polar bear are called ',yes,yes,Correct,0.43589999999999995
baseline,1,dev_1680,no,"Yes, picking your nose can affect your sense of smell. The nasal mucosa",yes,yes,Incorrect,0.43560000000000004
baseline,1,dev_1687,no,"YES
Warrant officers are technical specialists in their field. They have been in",yes,yes,Incorrect,0.4362
baseline,1,dev_1698,no,YES. Fullmetal Alchemist: Brotherhood is a direct continuation of the original Full,yes,yes,Incorrect,0.4355
baseline,1,dev_1707,yes,"NO
A PLC is a type of company, but it is not the same",no,no,Incorrect,0.4357
baseline,1,dev_1727,yes,"No. Digital audio cables use a physical connection, such as RCA or TOS",no,no,Incorrect,0.43489999999999995
baseline,1,dev_1736,no,"## Step 1: Understand the question
The question is asking whether the magnitude",step,other,NC,0.4355
baseline,1,dev_1737,yes,"YES, NO or 'I don't know' is not a valid mathematical expression",yes,yes,Correct,0.43489999999999995
baseline,1,dev_1740,yes,The question is asking about the presence of spongy bone in the medull,the,other,NC,0.4405
baseline,1,dev_1743,no,"While ""The Last King of Scotland"" is a fictionalized account of Ugandan",while,other,NC,0.4343
baseline,1,dev_1749,yes,"Yes, Delhi University and the University of Delhi are the same. The University of",yes,yes,Correct,0.4353
baseline,1,dev_1750,no,Fighting words are not protected under freedom of speech. According to the Supreme Court,fighting,other,NC,0.43539999999999995
baseline,1,dev_1757,yes,"No, they are not the same thing. While the terms are often used interchange",no,no,Incorrect,0.4358
baseline,1,dev_1763,yes,"YES. The House of Representatives is one of the two houses of Congress, the",yes,yes,Correct,0.4345
baseline,1,dev_1775,no,YES. The NBA playoffs are played in a 2-2-1-,yes,yes,Incorrect,0.4353
baseline,1,dev_1789,no,The spleen is indeed part of the circulatory system. It plays a crucial,the,other,NC,0.4353
baseline,1,dev_1806,no,"YES. The United States stopped printing $1,000 bills in 1945",yes,yes,Incorrect,0.43489999999999995
baseline,1,dev_1814,no,"YES. For example, 1-212 is New York City. The first",yes,yes,Incorrect,0.4362
baseline,1,dev_1823,yes,Yes. The winner of the MLB All-Star Game has home-field advantage in the,yes,yes,Correct,0.4375
baseline,1,dev_1832,no,"YES. Garrison, Colorado is a small town in Weld County, Colorado. It",yes,yes,Incorrect,0.43789999999999996
baseline,1,dev_1849,yes,"YES, NO or 'I don't know'

## Step 1: Understand",yes,yes,Correct,0.4395
baseline,1,dev_1851,no,YES. The right to a fair trial is guaranteed by the Sixth Amendment to the,yes,yes,Incorrect,0.4373
baseline,1,dev_1857,no,"YES. Cows produce milk to feed their young, and giving birth is a",yes,yes,Incorrect,0.4362
baseline,1,dev_1895,yes,I don't know. The empty set is not an element of,i,idk,IDK,0.4347
baseline,1,dev_1906,no,YES. College football players have to enter the NFL Draft to play professionally in the,yes,yes,Incorrect,0.43560000000000004
baseline,1,dev_1916,yes,"YES.  Pokémon: Let’s Go, Pikachu! and Let’s Go,",yes,yes,Correct,0.44530000000000003
baseline,1,dev_1919,yes,"Yes, one element can be transmuted into another. Transmutation is a",yes,yes,Correct,0.4358
baseline,1,dev_1924,yes,"YES
Explanation: The Vehicle Identification Number (VIN) is a unique 17",yes,yes,Correct,0.4355
baseline,1,dev_1938,no,"## Step 1: Understand the question
The question is asking whether the empty",step,other,NC,0.4348
baseline,1,dev_1948,yes,YES. The difference between a chicken and a rooster is not a difference in,yes,yes,Correct,0.43510000000000004
baseline,1,dev_1950,no,YES. The Gulf of Mexico is a large body of saltwater that is connected,yes,yes,Incorrect,0.4353
baseline,1,dev_1960,no,YES. The Republic of the Congo and the Democratic Republic of the Congo are two,yes,yes,Incorrect,0.4353
baseline,1,dev_1977,no,"I don't know. According to Article II, Section 1",i,idk,IDK,0.4382
baseline,1,dev_1995,yes,YES. A team that wins the FA Cup qualifies for the UEFA Europa League.,yes,yes,Correct,0.4347
baseline,1,dev_1997,yes,"Yes
The Alphabet Song and Twinkle, Twinkle, Little Star are two",yes,yes,Correct,0.445
baseline,1,dev_2009,no,YES. The ink in Color Wonder markers only comes out when it comes into contact,yes,yes,Incorrect,0.43510000000000004
baseline,1,dev_2032,yes,"YES, they can. The larvae of certain species of flies, known as my",yes,yes,Correct,0.4353
baseline,1,dev_2045,yes,"NO. According to Article II, Section 1 of the United",no,no,Incorrect,0.436
baseline,1,dev_2053,no,"YES. In tennis, a player can only score points when they are serving.",yes,yes,Incorrect,0.43539999999999995
baseline,1,dev_2061,no,"YES, NO or 'I don't know' to this question: Can you",yes,yes,Incorrect,0.43539999999999995
baseline,1,dev_2065,yes,"Yes. The heat index, also known as the apparent temperature or RealFeel,",yes,yes,Correct,0.4365
baseline,1,dev_2068,yes,YES. Allied Waste and Republic Services merged in 2008.,yes,yes,Correct,0.4377
baseline,1,dev_2078,no,"YES. Black cumin seed and black seed are actually the same plant, N",yes,yes,Incorrect,0.4358
baseline,1,dev_2079,yes,I don't know.  Eeyore is a donkey-like character in,i,idk,IDK,0.43489999999999995
baseline,1,dev_2088,no,"YES. English is the official language of the United States. While other languages,",yes,yes,Incorrect,0.43839999999999996
baseline,1,dev_2091,no,YES. If the home team is ahead by two runs when the visiting team comes,yes,yes,Incorrect,0.4387
baseline,1,dev_2094,no,"YES, the Northwest Florida Regional Airport (VPS) is located in Valpar",yes,yes,Incorrect,0.4397
baseline,1,dev_2095,yes,YES Noel Gallagher is the lead vocalist of the song Don't Look Back in Ang,yes,yes,Correct,0.4402
baseline,1,dev_2139,no,"YES. A passport card is a less expensive, wallet-sized document that can be",yes,yes,Incorrect,0.435
baseline,1,dev_2166,yes,"YES, staring at a bright light for a short period of time will not cause",yes,yes,Correct,0.4352
baseline,1,dev_2184,no,YES. The U.S. has maintained a military presence in Saudi Arabia since,yes,yes,Incorrect,0.43639999999999995
baseline,1,dev_2187,yes,"YES, NO or 'I don't know' - I'll do my best",yes,yes,Correct,0.4355
baseline,1,dev_2192,no,"YES. A lieutenant colonel is a junior field officer rank, and a colon",yes,yes,Incorrect,0.4353
baseline,1,dev_2196,no,"Yes, red-eared slider turtles are oviparous, which means they lay",yes,yes,Incorrect,0.43760000000000004
baseline,1,dev_2199,yes,"YES. The Dark Knight is a sequel to Batman Begins, released in 200",yes,yes,Correct,0.43610000000000004
baseline,1,dev_2204,yes,"Yes, you can pick someone up by their hair, but it's not a",yes,yes,Correct,0.436
baseline,1,dev_2220,no,YES. An infield fly is a batted ball that is catchable by an,yes,yes,Incorrect,0.4372
baseline,1,dev_2224,no,"I don't know. While rubies are typically associated with the color red,",i,idk,IDK,0.43489999999999995
baseline,1,dev_2232,no,"YES. The Pro-Cathedral, St. Mary's, is located on",yes,yes,Incorrect,0.437
baseline,1,dev_2234,no,YES.,yes,yes,Incorrect,0.4387
baseline,1,dev_2237,no,YES. The Riviera Maya is a stretch of Caribbean coastline on the eastern coast,yes,yes,Incorrect,0.436
baseline,1,dev_2247,yes,"YES, if accompanied by a parent or guardian. In New Jersey, minors are",yes,yes,Correct,0.4378
baseline,1,dev_2248,yes,"Yes, they are the same thing. Pixel density is a measure of the resolution",yes,yes,Correct,0.43860000000000005
baseline,1,dev_2266,no,"YES. The Nissan Pathfinder is a full-size SUV. However, some sources may",yes,yes,Incorrect,0.4375
baseline,1,dev_2275,yes,"YES, it is legal to count cards in Las Vegas. However, casinos have",yes,yes,Correct,0.4388
baseline,1,dev_2295,yes,"YES. If all the other voters vote for the proposal, and one abstains",yes,yes,Correct,0.43510000000000004
baseline,1,dev_2304,yes,YES.  The House of Representatives is one of the two houses of Congress.,yes,yes,Correct,0.4353
baseline,1,dev_2306,yes,"NO
## Step 1: Understand the rules of roulette
Roulette",no,no,Incorrect,0.4377
